utc_iso,obc_tick16,mode,bat_v_min_mV,bat_v_mean_mV,temp_bat_max_cC,temp_obc_max_cC,gyro_abs_max,rssi_min,crc_err_cnt,reset_cnt,health_bits
2027-03-14T00:00:00Z,0,1,7695,7710,1585,2027,14,-87,0,0,0x01
2027-03-14T00:01:00Z,600,1,7716,7730,1634,2102,15,-78,0,0,0x01
2027-03-14T00:02:00Z,1200,1,7735,7750,1702,2165,17,-71,0,0,0x01
2027-03-14T00:03:00Z,1800,1,7750,7767,1756,2221,17,-66,0,0,0x01
2027-03-14T00:04:00Z,2400,1,7773,7785,1822,2291,12,-65,0,0,0x01
2027-03-14T00:05:00Z,3000,1,7785,7801,1881,2348,15,-63,0,0,0x01
2027-03-14T00:06:00Z,3600,1,7807,7817,1947,2394,12,-65,0,0,0x01
2027-03-14T00:07:00Z,4200,1,7817,7832,2002,2455,15,-74,0,0,0x01
2027-03-14T00:08:00Z,4800,1,7825,7845,2050,2514,17,-78,0,0,0x01
2027-03-14T00:09:00Z,5400,1,7846,7860,2115,2575,12,-88,0,0,0x01
2027-03-14T00:10:00Z,6000,1,7861,7871,2174,2639,15,-122,0,0,0x01
2027-03-14T00:11:00Z,6600,1,7871,7884,2220,2677,13,-119,0,0,0x01
2027-03-14T00:12:00Z,7200,1,7884,7896,2261,2720,15,-120,0,0,0x01
2027-03-14T00:13:00Z,7801,1,7895,7906,2314,2771,15,-119,0,0,0x01
2027-03-14T00:14:00Z,8401,1,7906,7916,2373,2824,13,-119,0,0,0x01
2027-03-14T00:15:00Z,9001,1,7916,7927,2419,2861,13,-118,0,0,0x01
2027-03-14T00:16:00Z,9601,1,7925,7935,2440,2911,16,-119,0,0,0x01
2027-03-14T00:17:00Z,10201,1,7936,7945,2482,2947,15,-119,0,0,0x01
2027-03-14T00:18:00Z,10801,1,7944,7955,2513,2994,18,-119,0,0,0x01
2027-03-14T00:19:00Z,11401,1,7951,7962,2549,3004,12,-119,0,0,0x01
2027-03-14T00:20:00Z,12001,1,7960,7970,2586,3051,14,-120,0,0,0x01
2027-03-14T00:21:00Z,12601,1,7967,7978,2616,3077,14,-118,0,0,0x01
2027-03-14T00:22:00Z,13201,1,7970,7984,2633,3108,15,-120,0,0,0x01
