utc_iso,obc_tick16,mode,bat_v_min_mV,bat_v_mean_mV,temp_bat_max_cC,temp_obc_max_cC,gyro_abs_max,rssi_min,crc_err_cnt,reset_cnt,health_bits
2027-03-14T00:00:00Z,0,1,7697,7710,1586,2056,16,-86,0,0,0x01
2027-03-14T00:01:00Z,600,1,7714,7730,1642,2114,11,-80,0,0,0x01
2027-03-14T00:02:00Z,1200,1,7736,7748,1689,2155,17,-72,0,0,0x01
2027-03-14T00:03:00Z,1800,1,7751,7768,1760,2232,19,-66,0,0,0x01
2027-03-14T00:04:00Z,2400,1,7767,7785,1819,2298,17,-64,0,0,0x01
2027-03-14T00:05:00Z,3000,1,7788,7800,1877,2344,15,-63,0,0,0x01
2027-03-14T00:06:00Z,3600,1,7806,7816,1938,2402,15,-67,0,0,0x01
2027-03-14T00:07:00Z,4200,1,7819,7831,2004,2463,14,-71,0,0,0x01
2027-03-14T00:08:00Z,4800,1,7830,7845,2051,2537,15,-77,0,0,0x01
2027-03-14T00:09:00Z,5400,1,7846,7859,2107,2573,15,-85,0,0,0x01
2027-03-14T00:10:00Z,6000,1,7857,7871,2159,2646,18,-119,0,0,0x01
2027-03-14T00:11:00Z,6600,1,7872,7884,2216,2683,15,-120,0,0,0x01
2027-03-14T00:12:00Z,7200,1,7884,7895,2272,2720,11,-120,0,0,0x01
2027-03-14T00:13:00Z,7800,1,7895,7906,2313,2796,14,-118,0,0,0x01
2027-03-14T00:14:00Z,8400,1,7902,7916,2364,2811,13,-119,0,0,0x01
2027-03-14T00:15:00Z,9001,1,7913,7926,2405,2864,15,-119,0,0,0x01
2027-03-14T00:16:00Z,9601,1,7926,7936,2445,2906,15,-118,0,0,0x01
2027-03-14T00:17:00Z,10201,1,7930,7945,2489,2946,12,-119,0,0,0x01
2027-03-14T00:18:00Z,10801,1,7944,7953,2517,2995,15,-119,0,0,0x01
2027-03-14T00:19:00Z,11401,1,7948,7961,2554,3019,15,-119,0,0,0x01
2027-03-14T00:20:00Z,12001,1,7957,7969,2578,3053,16,-120,0,0,0x01
2027-03-14T00:21:00Z,12601,1,7969,7977,2610,3075,15,-118,0,0,0x01
2027-03-14T00:22:00Z,13201,1,7974,7983,2637,3098,13,-119,0,0,0x01
2027-03-14T00:23:00Z,13801,1,7978,7990,2666,3126,14,-119,0,0,0x01
2027-03-14T00:24:00Z,14401,1,7987,7996,2675,3141,16,-118,0,0,0x01
2027-03-14T00:25:00Z,15001,1,7993,8003,2689,3161,13,-118,0,0,0x01
2027-03-14T00:26:00Z,15601,1,7998,8009,2707,3169,16,-119,0,0,0x01
2027-03-14T00:27:00Z,16201,1,8004,8015,2713,3184,13,-121,0,0,0x01
2027-03-14T00:28:00Z,16801,1,8009,8019,2713,3174,13,-118,0,0,0x01
2027-03-14T00:29:00Z,17401,1,8012,8024,2732,3204,12,-117,0,0,0x01
2027-03-14T00:30:00Z,18001,1,8019,8029,2729,3194,15,-119,0,0,0x01
2027-03-14T00:31:00Z,18601,1,8021,8033,2729,3197,12,-120,0,0,0x01
2027-03-14T00:32:00Z,19201,1,8029,8037,2719,3169,13,-119,0,0,0x01
2027-03-14T00:33:00Z,19801,1,8034,8041,2703,3167,16,-119,0,0,0x01
2027-03-14T00:34:00Z,20401,1,8035,8045,2690,3170,15,-118,0,0,0x01
2027-03-14T00:35:00Z,21001,1,8038,8049,2678,3141,13,-120,0,0,0x01
2027-03-14T00:36:00Z,21601,1,8043,8051,2666,3120,13,-119,0,0,0x01
2027-03-14T00:37:00Z,22201,1,8049,8056,2643,3101,14,-118,0,0,0x01
2027-03-14T00:38:00Z,22801,1,8052,8059,2608,3078,14,-120,0,0,0x01
2027-03-14T00:39:00Z,23401,1,8054,8061,2586,3051,15,-119,0,0,0x01
2027-03-14T00:40:00Z,24001,1,8056,8064,2546,3017,12,-119,0,0,0x01
2027-03-14T00:41:00Z,24601,1,8056,8067,2518,2980,15,-120,0,0,0x01
2027-03-14T00:42:00Z,25201,1,8060,8069,2486,2958,13,-118,0,0,0x01
2027-03-14T00:43:00Z,25802,1,8065,8073,2461,2905,12,-118,0,0,0x01
