utc_iso,obc_tick16,mode,bat_v_min_mV,bat_v_mean_mV,temp_bat_max_cC,temp_obc_max_cC,gyro_abs_max,rssi_min,crc_err_cnt,reset_cnt,health_bits
2027-03-14T00:00:00Z,0,1,7696,7710,1573,2061,13,-87,0,0,0x01
2027-03-14T00:01:00Z,600,1,7718,7731,1636,2103,13,-78,0,0,0x01
2027-03-14T00:02:00Z,1200,1,7734,7750,1702,2176,19,-71,0,0,0x01
2027-03-14T00:03:00Z,1800,1,7753,7767,1768,2217,15,-66,0,0,0x01
2027-03-14T00:04:00Z,2400,1,7771,7785,1813,2279,12,-65,0,0,0x01
2027-03-14T00:05:00Z,3000,1,7786,7801,1882,2331,14,-65,0,0,0x01
2027-03-14T00:06:00Z,3600,1,7805,7818,1937,2414,15,-66,0,0,0x01
2027-03-14T00:07:00Z,4200,1,7819,7831,1997,2463,15,-71,0,0,0x01
2027-03-14T00:08:00Z,4800,1,7834,7845,2050,2514,13,-79,0,0,0x01
2027-03-14T00:09:00Z,5400,1,7846,7859,2112,2587,15,-87,0,0,0x01
2027-03-14T00:10:00Z,6000,1,7860,7872,2167,2640,13,-118,0,0,0x01
2027-03-14T00:11:00Z,6600,1,7871,7884,2225,2678,13,-120,0,0,0x01
2027-03-14T00:12:00Z,7200,1,7884,7895,2271,2725,15,-119,0,0,0x01
2027-03-14T00:13:00Z,7800,1,7897,7907,2325,2782,13,-120,0,0,0x01
2027-03-14T00:14:00Z,8400,1,7901,7917,2375,2826,16,-122,0,0,0x01
2027-03-14T00:15:00Z,9000,1,7911,7926,2402,2865,12,-120,0,0,0x01
2027-03-14T00:16:00Z,9600,1,7925,7936,2449,2901,13,-119,0,0,0x01
2027-03-14T00:17:00Z,10200,1,7932,7946,2491,2964,16,-119,0,0,0x01
2027-03-14T00:18:00Z,10801,1,7942,7954,2519,2987,14,-118,0,0,0x01
2027-03-14T00:19:00Z,11401,1,7951,7961,2562,3017,12,-119,0,0,0x01
2027-03-14T00:20:00Z,12001,1,7957,7969,2583,3055,24,-121,0,0,0x01
2027-03-14T00:21:00Z,12601,1,7967,7976,2611,3082,12,-118,0,0,0x01
2027-03-14T00:22:00Z,13201,1,7976,7983,2637,3106,14,-119,0,0,0x01
2027-03-14T00:23:00Z,13801,1,7979,7990,2665,3134,14,-119,0,0,0x01
2027-03-14T00:24:00Z,14401,1,7986,7997,2672,3136,15,-119,0,0,0x01
2027-03-14T00:25:00Z,15001,1,7991,8003,2692,3182,16,-120,0,0,0x01
2027-03-14T00:26:00Z,15601,1,7999,8008,2715,3183,13,-120,0,0,0x01
2027-03-14T00:27:00Z,16201,1,7999,8014,2712,3187,12,-119,0,0,0x01
2027-03-14T00:28:00Z,16801,1,8008,8019,2725,3187,19,-118,0,0,0x01
2027-03-14T00:29:00Z,17401,1,8012,8024,2717,3200,16,-119,0,0,0x01
2027-03-14T00:30:00Z,18001,1,8018,8028,2721,3186,14,-118,0,0,0x01
2027-03-14T00:31:00Z,18601,1,8022,8033,2727,3191,15,-121,0,0,0x01
2027-03-14T00:32:00Z,19201,1,8025,8037,2716,3170,14,-118,0,0,0x01
2027-03-14T00:33:00Z,19801,1,8029,8040,2706,3195,16,-120,0,0,0x01
2027-03-14T00:34:00Z,20401,1,8037,8045,2691,3166,17,-118,0,0,0x01
2027-03-14T00:35:00Z,21001,1,8037,8049,2672,3135,14,-120,0,0,0x01
2027-03-14T00:36:00Z,21601,1,8042,8052,2668,3125,14,-119,0,0,0x01
2027-03-14T00:37:00Z,22201,1,8048,8056,2641,3101,16,-119,0,0,0x01
2027-03-14T00:38:00Z,22801,1,8046,8059,2611,3078,14,-119,0,0,0x01
2027-03-14T00:39:00Z,23401,1,8055,8062,2580,3062,13,-119,0,0,0x01
2027-03-14T00:40:00Z,24001,1,8056,8065,2554,3033,15,-118,0,0,0x01
2027-03-14T00:41:00Z,24601,1,8061,8067,2518,2981,13,-119,0,0,0x01
2027-03-14T00:42:00Z,25201,1,8060,8070,2484,2941,17,-119,0,0,0x01
2027-03-14T00:43:00Z,25801,1,8066,8073,2443,2898,13,-120,0,0,0x01
