utc_iso,obc_tick16,mode,bat_v_min_mV,bat_v_mean_mV,temp_bat_max_cC,temp_obc_max_cC,gyro_abs_max,rssi_min,crc_err_cnt,reset_cnt,health_bits
2027-03-14T00:00:00Z,0,1,7696,7711,1574,2046,12,-86,0,0,0x01
2027-03-14T00:01:00Z,600,1,7717,7731,1638,2117,12,-80,0,0,0x01
2027-03-14T00:02:00Z,1200,1,7734,7749,1704,2161,14,-72,0,0,0x01
2027-03-14T00:03:00Z,1800,1,7753,7768,1771,2232,11,-68,0,0,0x01
2027-03-14T00:04:00Z,2400,1,7772,7784,1817,2294,13,-64,0,0,0x01
2027-03-14T00:05:00Z,3000,1,7789,7801,1880,2334,14,-63,0,0,0x01
2027-03-14T00:06:00Z,3600,1,7802,7816,1940,2407,13,-65,0,0,0x01
2027-03-14T00:07:00Z,4200,1,7820,7832,2009,2464,12,-71,0,0,0x01
2027-03-14T00:08:00Z,4800,1,7831,7846,2061,2539,14,-79,0,0,0x01
2027-03-14T00:09:00Z,5400,1,7842,7859,2109,2586,14,-86,0,0,0x01
2027-03-14T00:10:00Z,6000,1,7860,7871,2169,2663,19,-120,0,0,0x01
2027-03-14T00:11:00Z,6600,1,7873,7884,2224,2697,13,-121,0,0,0x01
2027-03-14T00:12:00Z,7200,1,7883,7895,2266,2720,14,-119,0,0,0x01
2027-03-14T00:13:00Z,7800,1,7893,7905,2318,2788,14,-119,0,0,0x01
2027-03-14T00:14:00Z,8400,1,7906,7917,2365,2814,14,-120,0,0,0x01
2027-03-14T00:15:00Z,9000,1,7916,7927,2396,2883,14,-119,0,0,0x01
2027-03-14T00:16:00Z,9600,1,7922,7936,2443,2912,14,-119,0,0,0x01
2027-03-14T00:17:00Z,10200,1,7934,7945,2486,2951,15,-118,0,0,0x01
2027-03-14T00:18:00Z,10800,1,7943,7953,2522,2994,18,-119,0,0,0x01
2027-03-14T00:19:00Z,11401,1,7950,7961,2552,3020,13,-121,0,0,0x01
2027-03-14T00:20:00Z,12001,1,7961,7969,2586,3053,19,-118,0,0,0x01
2027-03-14T00:21:00Z,12601,1,7965,7976,2613,3075,17,-120,0,0,0x01
2027-03-14T00:22:00Z,13201,1,7970,7983,2636,3105,14,-119,0,0,0x01
2027-03-14T00:23:00Z,13801,1,7978,7990,2659,3126,14,-120,0,0,0x01
2027-03-14T00:24:00Z,14401,1,7986,7997,2684,3135,12,-119,0,0,0x01
2027-03-14T00:25:00Z,15001,1,7993,8003,2695,3155,17,-120,0,0,0x01
2027-03-14T00:26:00Z,15601,1,8001,8008,2703,3181,12,-119,0,0,0x01
2027-03-14T00:27:00Z,16201,1,8006,8015,2717,3178,16,-119,0,0,0x01
2027-03-14T00:28:00Z,16801,1,8010,8019,2727,3184,13,-119,0,0,0x01
2027-03-14T00:29:00Z,17401,1,8016,8024,2723,3194,13,-120,0,0,0x01
2027-03-14T00:30:00Z,18001,1,8020,8028,2719,3190,13,-121,0,0,0x01
2027-03-14T00:31:00Z,18601,1,8021,8032,2711,3194,14,-119,0,0,0x01
2027-03-14T00:32:00Z,19201,1,8029,8037,2715,3185,14,-119,0,0,0x01
2027-03-14T00:33:00Z,19801,1,8029,8041,2701,3165,17,-118,0,0,0x01
