utc_iso,obc_tick16,mode,bat_v_min_mV,bat_v_mean_mV,temp_bat_max_cC,temp_obc_max_cC,gyro_abs_max,rssi_min,crc_err_cnt,reset_cnt,health_bits
2027-03-14T00:00:00Z,0,1,7696,7710,1579,2047,14,-86,0,0,0x01
2027-03-14T00:01:00Z,600,1,7713,7731,1638,2112,11,-78,0,0,0x01
2027-03-14T00:02:00Z,1200,1,7733,7750,1696,2159,14,-70,0,0,0x01
2027-03-14T00:03:00Z,1800,1,7752,7767,1757,2223,17,-67,0,0,0x01
2027-03-14T00:04:00Z,2400,1,7773,7784,1813,2287,15,-63,0,0,0x01
2027-03-14T00:05:00Z,3000,1,7786,7801,1878,2349,14,-63,0,0,0x01
2027-03-14T00:06:00Z,3600,1,7803,7817,1944,2418,15,-66,0,0,0x01
2027-03-14T00:07:00Z,4200,1,7818,7830,1998,2458,16,-71,0,0,0x01
2027-03-14T00:08:00Z,4800,1,7831,7845,2053,2532,14,-79,0,0,0x01
2027-03-14T00:09:00Z,5400,1,7849,7858,2113,2574,16,-85,0,0,0x01
2027-03-14T00:10:00Z,6000,1,7862,7872,2162,2626,15,-119,0,0,0x01
2027-03-14T00:11:00Z,6601,1,7871,7884,2220,2683,12,-120,0,0,0x01
2027-03-14T00:12:00Z,7201,1,7884,7895,2279,2746,16,-118,0,0,0x01
2027-03-14T00:13:00Z,7801,1,7894,7906,2316,2796,15,-119,0,0,0x01
2027-03-14T00:14:00Z,8401,1,7902,7917,2362,2855,14,-119,0,0,0x01
2027-03-14T00:15:00Z,9001,1,7914,7926,2400,2884,15,-120,0,0,0x01
2027-03-14T00:16:00Z,9601,1,7928,7936,2445,2910,13,-118,0,0,0x01
2027-03-14T00:17:00Z,10201,1,7931,7945,2481,2959,15,-119,0,0,0x01
2027-03-14T00:18:00Z,10801,1,7938,7953,2525,3008,16,-120,0,0,0x01
2027-03-14T00:19:00Z,11401,1,7947,7962,2552,3026,12,-119,0,0,0x01
2027-03-14T00:20:00Z,12001,1,7962,7970,2580,3050,16,-119,0,0,0x01
2027-03-14T00:21:00Z,12601,1,7967,7976,2606,3068,16,-119,0,0,0x01
2027-03-14T00:22:00Z,13201,1,7972,7984,2635,3101,12,-119,0,0,0x01
2027-03-14T00:23:00Z,13801,1,7979,7990,2662,3127,13,-120,0,0,0x01
2027-03-14T00:24:00Z,14401,1,7986,7996,2677,3139,12,-119,0,0,0x01
