utc_iso,obc_tick16,mode,bat_v_min_mV,bat_v_mean_mV,temp_bat_max_cC,temp_obc_max_cC,gyro_abs_max,rssi_min,crc_err_cnt,reset_cnt,health_bits
2027-03-14T00:00:00Z,0,1,7697,7710,1576,2048,14,-87,0,0,0x01
2027-03-14T00:01:00Z,600,1,7716,7730,1633,2110,19,-78,0,0,0x01
2027-03-14T00:02:00Z,1200,1,7733,7749,1699,2179,15,-72,0,0,0x01
2027-03-14T00:03:00Z,1800,1,7754,7768,1760,2236,15,-66,0,0,0x01
2027-03-14T00:04:00Z,2400,1,7766,7784,1827,2289,14,-63,0,0,0x01
2027-03-14T00:05:00Z,3000,1,7786,7802,1883,2349,18,-63,0,0,0x01
2027-03-14T00:06:00Z,3600,1,7800,7816,1935,2400,13,-67,0,0,0x01
2027-03-14T00:07:00Z,4200,1,7818,7831,2001,2475,11,-71,0,0,0x01
2027-03-14T00:08:00Z,4800,1,7833,7846,2049,2520,18,-80,0,0,0x01
2027-03-14T00:09:00Z,5400,1,7846,7858,2112,2581,16,-86,0,0,0x01
2027-03-14T00:10:00Z,6001,1,7860,7871,2164,2622,11,-119,0,0,0x01
2027-03-14T00:11:00Z,6601,1,7873,7884,2213,2687,12,-119,0,0,0x01
2027-03-14T00:12:00Z,7201,1,7886,7895,2276,2735,13,-118,0,0,0x01
2027-03-14T00:13:00Z,7801,1,7897,7906,2312,2778,15,-119,0,0,0x01
2027-03-14T00:14:00Z,8401,1,7903,7916,2365,2820,18,-120,0,0,0x01
2027-03-14T00:15:00Z,9001,1,7916,7926,2404,2871,11,-118,0,0,0x01
2027-03-14T00:16:00Z,9601,1,7925,7935,2448,2907,11,-119,0,0,0x01
2027-03-14T00:17:00Z,10201,1,7934,7946,2481,2939,13,-118,0,0,0x01
2027-03-14T00:18:00Z,10801,1,7946,7954,2521,2989,14,-120,0,0,0x01
2027-03-14T00:19:00Z,11401,1,7951,7962,2553,3032,14,-119,0,0,0x01
2027-03-14T00:20:00Z,12001,1,7956,7968,2594,3059,14,-118,0,0,0x01
2027-03-14T00:21:00Z,12601,1,7967,7977,2607,3060,14,-119,0,0,0x01
2027-03-14T00:22:00Z,13201,1,7975,7984,2630,3089,17,-118,0,0,0x01
2027-03-14T00:23:00Z,13801,1,7982,7990,2662,3115,12,-118,0,0,0x01
2027-03-14T00:24:00Z,14401,1,7986,7997,2674,3134,12,-118,0,0,0x01
2027-03-14T00:25:00Z,15001,1,7992,8002,2691,3157,12,-118,0,0,0x01
2027-03-14T00:26:00Z,15601,1,8000,8009,2707,3174,12,-120,0,0,0x01
2027-03-14T00:27:00Z,16201,1,8005,8014,2716,3180,17,-121,0,0,0x01
2027-03-14T00:28:00Z,16802,1,8005,8019,2713,3193,14,-118,0,0,0x01
2027-03-14T00:29:00Z,17402,1,8016,8023,2721,3179,10,-118,0,0,0x01
2027-03-14T00:30:00Z,18002,1,8016,8028,2723,3184,14,-119,0,0,0x01
