utc_iso,obc_tick16,mode,bat_v_min_mV,bat_v_mean_mV,temp_bat_max_cC,temp_obc_max_cC,gyro_abs_max,rssi_min,crc_err_cnt,reset_cnt,health_bits
2027-03-14T00:00:00Z,0,1,7695,7710,1565,2039,14,-85,0,0,0x01
2027-03-14T00:01:00Z,600,1,7719,7730,1637,2103,15,-78,0,0,0x01
2027-03-14T00:02:00Z,1200,1,7737,7750,1692,2165,13,-72,0,0,0x01
2027-03-14T00:03:00Z,1800,1,7754,7767,1761,2218,16,-66,0,0,0x01
2027-03-14T00:04:00Z,2400,1,7769,7783,1825,2277,14,-63,0,0,0x01
2027-03-14T00:05:00Z,3000,1,7786,7800,1875,2344,16,-63,0,0,0x01
2027-03-14T00:06:00Z,3600,1,7807,7817,1940,2407,14,-66,0,0,0x01
2027-03-14T00:07:00Z,4200,1,7820,7830,2007,2473,11,-72,0,0,0x01
2027-03-14T00:08:00Z,4800,1,7832,7846,2059,2525,13,-80,0,0,0x01
2027-03-14T00:09:00Z,5400,1,7850,7859,2110,2578,14,-85,0,0,0x01
2027-03-14T00:10:00Z,6000,1,7861,7872,2165,2638,18,-119,0,0,0x01
2027-03-14T00:11:00Z,6600,1,7871,7884,2218,2687,13,-119,0,0,0x01
2027-03-14T00:12:00Z,7200,1,7884,7895,2269,2739,12,-119,0,0,0x01
2027-03-14T00:13:00Z,7800,1,7891,7906,2312,2776,13,-119,0,0,0x01
2027-03-14T00:14:00Z,8400,1,7906,7916,2367,2823,11,-121,0,0,0x01
2027-03-14T00:15:00Z,9001,1,7915,7926,2400,2858,14,-119,0,0,0x01
2027-03-14T00:16:00Z,9601,1,7927,7936,2445,2909,15,-121,0,0,0x01
2027-03-14T00:17:00Z,10201,1,7934,7945,2478,2957,13,-119,0,0,0x01
2027-03-14T00:18:00Z,10801,1,7943,7954,2528,2981,11,-120,0,0,0x01
2027-03-14T00:19:00Z,11401,1,7945,7962,2561,3024,13,-120,0,0,0x01
2027-03-14T00:20:00Z,12001,1,7960,7970,2580,3062,12,-120,0,0,0x01
2027-03-14T00:21:00Z,12601,1,7966,7977,2608,3077,17,-117,0,0,0x01
2027-03-14T00:22:00Z,13201,1,7974,7983,2635,3098,13,-120,0,0,0x01
2027-03-14T00:23:00Z,13801,1,7983,7991,2667,3129,14,-119,0,0,0x01
2027-03-14T00:24:00Z,14401,1,7987,7997,2673,3140,11,-119,0,0,0x01
2027-03-14T00:25:00Z,15001,1,7993,8003,2696,3157,14,-118,0,0,0x01
2027-03-14T00:26:00Z,15601,1,8001,8008,2700,3173,15,-119,0,0,0x01
2027-03-14T00:27:00Z,16201,1,8005,8013,2712,3176,14,-119,0,0,0x01
2027-03-14T00:28:00Z,16801,1,8006,8019,2715,3182,15,-119,0,0,0x01
2027-03-14T00:29:00Z,17401,1,8017,8024,2723,3194,13,-120,0,0,0x01
2027-03-14T00:30:00Z,18001,1,8014,8028,2718,3190,16,-121,0,0,0x01
2027-03-14T00:31:00Z,18601,1,8022,8032,2717,3185,16,-119,0,0,0x01
2027-03-14T00:32:00Z,19201,1,8029,8037,2713,3188,14,-119,0,0,0x01
2027-03-14T00:33:00Z,19801,1,8031,8040,2700,3171,13,-119,0,0,0x01
2027-03-14T00:34:00Z,20401,1,8037,8045,2687,3160,14,-121,0,0,0x01
2027-03-14T00:35:00Z,21001,1,8039,8049,2667,3135,11,-119,0,0,0x01
2027-03-14T00:36:00Z,21601,1,8041,8053,2652,3121,14,-120,0,0,0x01
2027-03-14T00:37:00Z,22201,1,8043,8055,2639,3118,14,-121,0,0,0x01
2027-03-14T00:38:00Z,22801,1,8045,8057,2611,3096,14,-120,0,0,0x01
2027-03-14T00:39:00Z,23401,1,8051,8062,2586,3051,14,-118,0,0,0x01
2027-03-14T00:40:00Z,24001,1,8054,8064,2556,3052,12,-118,0,0,0x01
2027-03-14T00:41:00Z,24601,1,8055,8068,2516,2978,16,-118,0,0,0x01
2027-03-14T00:42:00Z,25201,1,8059,8070,2486,2950,13,-120,0,0,0x01
2027-03-14T00:43:00Z,25801,1,8063,8072,2448,2910,12,-120,0,0,0x01
2027-03-14T00:44:00Z,26401,1,8065,8075,2414,2868,15,-118,0,0,0x01
2027-03-14T00:45:00Z,27002,1,8068,8076,2365,2834,13,-120,0,0,0x01
2027-03-14T00:46:00Z,27602,1,8069,8079,2323,2785,13,-119,0,0,0x01
2027-03-14T00:47:00Z,28202,1,8074,8082,2259,2747,12,-119,0,0,0x01
2027-03-14T00:48:00Z,28802,1,8072,8083,2215,2692,15,-119,0,0,0x01
2027-03-14T00:49:00Z,29402,1,8078,8086,2159,2622,13,-119,0,0,0x01
2027-03-14T00:50:00Z,30002,1,8078,8086,2121,2593,14,-87,0,0,0x01
2027-03-14T00:51:00Z,30602,1,8079,8087,2050,2520,15,-78,0,0,0x01
2027-03-14T00:52:00Z,31202,1,8082,8089,2004,2458,18,-71,0,0,0x01
2027-03-14T00:53:00Z,31802,1,8073,8091,1944,2399,15,-66,0,0,0x01
2027-03-14T00:54:00Z,32402,1,8082,8092,1883,2339,12,-63,0,0,0x01
2027-03-14T00:55:00Z,33002,1,8084,8094,1824,2295,13,-64,0,0,0x01
2027-03-14T00:56:00Z,33602,1,8085,8095,1765,2240,15,-66,0,0,0x01
2027-03-14T00:57:00Z,34202,1,8088,8097,1702,2153,14,-71,0,0,0x01
2027-03-14T00:58:00Z,34802,1,8090,8097,1627,2104,12,-79,0,0,0x01
2027-03-14T00:59:00Z,35402,1,8093,8099,1575,2035,17,-86,0,0,0x01
2027-03-14T01:00:00Z,36002,1,8097,8108,2218,2676,14,-119,0,0,0x01
2027-03-14T01:01:00Z,36602,1,8074,8090,2194,2680,14,-120,0,0,0x01
2027-03-14T01:02:00Z,37202,1,8059,8072,2183,2640,11,-117,0,0,0x01
2027-03-14T01:03:00Z,37802,1,8041,8056,2151,2626,13,-119,0,0,0x01
2027-03-14T01:04:00Z,38402,1,8029,8042,2139,2603,14,-119,0,0,0x01
2027-03-14T01:05:00Z,39002,1,8012,8027,2116,2575,13,-118,0,0,0x01
2027-03-14T01:06:00Z,39602,1,7998,8012,2103,2571,14,-120,0,0,0x01
2027-03-14T01:07:00Z,40202,1,7987,7999,2072,2537,14,-120,0,0,0x01
2027-03-14T01:08:00Z,40802,1,7971,7985,2058,2516,17,-120,0,0,0x01
2027-03-14T01:09:00Z,41402,1,7958,7972,2036,2510,16,-118,0,0,0x01
2027-03-14T01:10:00Z,42002,1,7950,7958,2021,2484,13,-120,0,0,0x01
2027-03-14T01:11:00Z,42602,1,7936,7946,1995,2448,13,-120,0,0,0x01
2027-03-14T01:12:00Z,43202,1,7917,7933,1978,2459,15,-119,0,0,0x01
2027-03-14T01:13:00Z,43802,1,7908,7921,1956,2424,15,-118,0,0,0x01
2027-03-14T01:14:00Z,44402,1,7895,7907,1929,2397,12,-121,0,0,0x01
2027-03-14T01:15:00Z,45003,1,7884,7895,1917,2378,16,-119,0,0,0x01
2027-03-14T01:16:00Z,45603,1,7869,7883,1890,2368,13,-119,0,0,0x01
2027-03-14T01:17:00Z,46203,1,7858,7870,1877,2334,15,-118,0,0,0x01
2027-03-14T01:18:00Z,46803,1,7841,7858,1862,2317,16,-118,0,0,0x01
2027-03-14T01:19:00Z,47403,1,7833,7845,1837,2300,13,-119,0,0,0x01
2027-03-14T01:20:00Z,48003,1,7820,7834,1820,2278,13,-118,0,0,0x01
2027-03-14T01:21:00Z,48603,1,7806,7822,1794,2257,13,-122,0,0,0x01
2027-03-14T01:22:00Z,49203,1,7801,7811,1778,2247,16,-120,0,0,0x01
2027-03-14T01:23:00Z,49803,1,7785,7799,1761,2233,12,-121,0,0,0x01
2027-03-14T01:24:00Z,50403,1,7776,7788,1740,2201,14,-119,0,0,0x01
2027-03-14T01:25:00Z,51003,1,7765,7777,1719,2183,15,-119,0,0,0x01
2027-03-14T01:26:00Z,51603,1,7754,7765,1693,2161,15,-118,0,0,0x01
2027-03-14T01:27:00Z,52203,1,7744,7754,1678,2150,12,-118,0,0,0x01
2027-03-14T01:28:00Z,52803,1,7733,7743,1662,2115,17,-118,0,0,0x01
2027-03-14T01:29:00Z,53403,1,7717,7732,1637,2101,13,-118,0,0,0x01
2027-03-14T01:30:00Z,54003,1,7707,7719,1618,2105,16,-121,0,0,0x01
2027-03-14T01:31:00Z,54603,1,7695,7709,1605,2058,13,-121,0,0,0x01
2027-03-14T01:32:00Z,55203,1,7682,7697,1577,2055,14,-119,0,0,0x01
2027-03-14T01:33:00Z,55803,1,7677,7686,1553,2021,12,-119,0,0,0x01
2027-03-14T01:34:00Z,56403,1,7664,7676,1550,2021,12,-120,0,0,0x01
2027-03-14T01:35:00Z,57003,1,7695,7710,1573,2034,15,-119,0,0,0x01
2027-03-14T01:36:00Z,57603,1,7714,7731,1632,2100,13,-119,0,0,0x01
2027-03-14T01:37:00Z,58203,1,7735,7749,1695,2176,13,-119,0,0,0x01
2027-03-14T01:38:00Z,58803,1,7752,7767,1768,2223,12,-119,0,0,0x01
2027-03-14T01:39:00Z,59403,1,7770,7784,1821,2285,14,-117,0,0,0x01
2027-03-14T01:40:00Z,60003,1,7782,7802,1887,2323,15,-86,0,0,0x01
2027-03-14T01:41:00Z,60603,1,7803,7816,1945,2398,12,-78,0,0,0x01
2027-03-14T01:42:00Z,61203,1,7817,7831,1996,2467,18,-71,0,0,0x01
2027-03-14T01:43:00Z,61803,1,7834,7845,2056,2516,13,-67,0,0,0x01
2027-03-14T01:44:00Z,62403,1,7847,7859,2101,2572,16,-64,0,0,0x01
2027-03-14T01:45:00Z,63004,1,7861,7872,2159,2628,12,-64,0,0,0x01
2027-03-14T01:46:00Z,63604,1,7872,7883,2218,2703,19,-67,0,0,0x01
2027-03-14T01:47:00Z,64204,1,7883,7895,2258,2725,14,-70,0,0,0x01
2027-03-14T01:48:00Z,64804,1,7897,7906,2316,2778,13,-78,0,0,0x01
2027-03-14T01:49:00Z,65404,1,7904,7916,2363,2836,12,-85,0,0,0x01
2027-03-14T01:50:00Z,468,1,7915,7926,2399,2856,11,-119,0,0,0x01
2027-03-14T01:51:00Z,1068,1,7926,7935,2455,2908,16,-119,0,0,0x01
2027-03-14T01:52:00Z,1668,1,7932,7944,2483,2942,17,-118,0,0,0x01
2027-03-14T01:53:00Z,2268,1,7943,7953,2520,2987,11,-118,0,0,0x01
2027-03-14T01:54:00Z,2868,1,7948,7961,2551,3019,11,-119,0,0,0x01
2027-03-14T01:55:00Z,3468,1,7957,7969,2580,3061,15,-122,0,0,0x01
2027-03-14T01:56:00Z,4068,1,7968,7976,2603,3073,14,-119,0,0,0x01
2027-03-14T01:57:00Z,4668,1,7972,7983,2635,3094,14,-118,0,0,0x01
2027-03-14T01:58:00Z,5268,1,7978,7990,2659,3118,13,-120,0,0,0x01
2027-03-14T01:59:00Z,5868,1,7990,7997,2673,3150,12,-118,0,0,0x01
2027-03-14T02:00:00Z,6468,1,7991,8002,2701,3160,17,-119,0,0,0x01
2027-03-14T02:01:00Z,7068,1,7999,8008,2705,3171,14,-118,0,0,0x01
2027-03-14T02:02:00Z,7668,1,8006,8014,2714,3191,14,-118,0,0,0x01
2027-03-14T02:03:00Z,8268,1,8011,8019,2723,3196,13,-118,0,0,0x01
2027-03-14T02:04:00Z,8868,1,8014,8024,2722,3190,11,-121,0,0,0x01
2027-03-14T02:05:00Z,9468,1,8015,8029,2721,3206,12,-118,0,0,0x01
