utc_iso,obc_tick16,mode,bat_v_min_mV,bat_v_mean_mV,temp_bat_max_cC,temp_obc_max_cC,gyro_abs_max,rssi_min,crc_err_cnt,reset_cnt,health_bits
2027-03-14T00:00:00Z,0,1,7697,7711,1575,2031,13,-86,0,0,0x01
2027-03-14T00:01:00Z,600,1,7717,7731,1629,2111,12,-78,0,0,0x01
2027-03-14T00:02:00Z,1200,1,7736,7750,1695,2160,13,-72,0,0,0x01
2027-03-14T00:03:00Z,1800,1,7753,7767,1757,2224,12,-67,0,0,0x01
2027-03-14T00:04:00Z,2400,1,7768,7783,1815,2273,15,-63,0,0,0x01
2027-03-14T00:05:00Z,3000,1,7790,7801,1873,2356,15,-63,0,0,0x01
2027-03-14T00:06:00Z,3600,1,7806,7817,1949,2410,15,-67,0,0,0x01
2027-03-14T00:07:00Z,4200,1,7818,7831,2006,2470,13,-73,0,0,0x01
2027-03-14T00:08:00Z,4800,1,7834,7845,2047,2514,13,-79,0,0,0x01
2027-03-14T00:09:00Z,5400,1,7849,7859,2117,2557,17,-86,0,0,0x01
2027-03-14T00:10:00Z,6000,1,7859,7871,2160,2616,14,-119,0,0,0x01
2027-03-14T00:11:00Z,6600,1,7872,7883,2217,2703,15,-118,0,0,0x01
2027-03-14T00:12:00Z,7201,1,7882,7895,2263,2734,14,-119,0,0,0x01
2027-03-14T00:13:00Z,7801,1,7897,7906,2316,2785,19,-119,0,0,0x01
2027-03-14T00:14:00Z,8401,1,7905,7916,2361,2828,17,-118,0,0,0x01
2027-03-14T00:15:00Z,9001,1,7916,7927,2408,2873,14,-119,0,0,0x01
2027-03-14T00:16:00Z,9601,1,7923,7935,2443,2904,16,-119,0,0,0x01
2027-03-14T00:17:00Z,10201,1,7930,7945,2484,2959,12,-119,0,0,0x01
2027-03-14T00:18:00Z,10801,1,7943,7953,2507,2988,15,-120,0,0,0x01
2027-03-14T00:19:00Z,11401,1,7948,7961,2555,3035,14,-118,0,0,0x01
2027-03-14T00:20:00Z,12001,1,7959,7969,2585,3032,16,-120,0,0,0x01
2027-03-14T00:21:00Z,12601,1,7965,7977,2614,3081,12,-119,0,0,0x01
2027-03-14T00:22:00Z,13201,1,7973,7983,2641,3106,15,-119,0,0,0x01
